The bose noise cancelling is amazing, which is very important for a NYC commuter.	1
Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.	0
Razr Battery - Good buy.	1
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	1
It was horrible!.	0
I especially love the long battery life.	1
The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	1
Awsome Device Works Great!!.	1
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	0
So I bought about 10 of these and saved alot of money.	1
Disappointing accessory from a good manufacturer.	0
I received it quickly and it works great!!	1
Stay Away From the Q!.	0
I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.	1
[...] down the drain because of a weak snap!	0
How can that be?The audio quality is poor.	0
Great Phone.	1
I am very happy	1
We have gotten a lot of compliments on it.	1
Fantastic buy and will get again for whatever my next phone is	1
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!	0
All in all I think it was a good investment.	1
This is the first phone I've had that has been so cheaply made.	0
I only used it two days, and it wasn't always easy to hear with.	0
First of all, it doesn't wear well.	0
This product is ideal for people like me whose ears are very sensitive.	1
The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.	0
Excellent wallet type phone case.	1
However-the riingtones are not the best, and neither are the games.	0
Comfort for our whole family.	1
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.	0
Love This Phone.	1
Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	1
If you are Razr owner...you must have this!	1
Krussel Always good.	1
I have had mine for about a year and this Christmas I bought some for the rest of the family.	1
Don't make the same mistake I did.	0
Very disappointing.	0
I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.	0
The sound is clear and the people I talk to on it are amazed at the quality too.	1
Oh and I forgot to also mention the weird color effect it has on your phone.	0
I might have gotten a defect, but I would not risk buying it again because of the built quality alone.	0
It is very comfortable on the ear.	1
Everything about this product is wrong.First	0
Very happy with this product.	1
Lasted one day and then blew up.	0
Poor sound quality.	0
I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.	0
New Battery works great in phone.	1
This one works and was priced right.	1
Five star Plus, plus.	1
Great choice!	1
Keep up the good work Amazon!!	1
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	1
If you like a loud buzzing to override all your conversations, then this phone is for you!	0
lightweight and works well.	1
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!	1
They keep getting better and better (this is my third one and I've had numerous Palms too).	1
Excellent hands free tool.	1
Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.	0
Audio Quality is poor, very poor.	0
It defeats the purpose of a bluetooth headset.	0
Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.	1
The worst piece of crap ever along with the Verizon customer service.	0
Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.	0
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	1
This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.	0
Much less than the jawbone I was going to replace it with.	1
Can't upload ringtones from a third party.	0
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.	1
It makes very strange ticking noises before it ends the call.	0
I'm very disappointed with my decision.	0
The screen does get smudged easily because it touches your ear and face.	0
And I just love the colors!	1
Nice headset priced right.	1
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.	1
That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.	1
useless phone, simply deaf.	0
The picture resolution is far below what other comparably-priced phones are offering today.	0
Were JERKS on the phone.	0
Not loud enough and doesn't turn on like it should.	0
The update procedure is difficult and cumbersome.	0
Also difficult to put on.I'd recommend avoiding this product.	0
Painful on the ear.	0
My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.	0
Love it.. Great armband.	1
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.	1
The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.	0
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.	1
So far it has worked like a charm.	1
Dont waste your money...	0
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.	0
Love this headset!	1
The file browser offers all the options that one needs.Handsfree is great.	1
Great charger.	1
Very prompt service.	1
We are sending it back.	0
Great sound and service.	1
Was not happy.	0
It fits my ear well and is comfortable on.	1
Utter crap.. Sound quality is TERRIBLE.	0
Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).	0
Comfortable, Nice Range, Good Battery Life.	1
camera color balance is AWFUL.	0
I would recommend this.	1
Now I know that I made a wise decision.	1
DO NOT PURCHASE THIS PHONE.	0
Easy to use.	1
Not good when wearing a hat or sunglasses.	0
It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.	1
Absolutel junk.	0
Very pleased with this headset.	1
I ended up sliding it on the edge of my pants or back pockets instead.	1
Only had this a month but it's worked flawlessly so far.	1
i'm glad i found this product on amazon it is hard to find, it wasn't high priced.	1
I highly recommend these and encourage people to give them a try.	1
Great for using with your home stereo.	1
I gave it 5 stars because of the sound quality.	1
much better than the hard plastic cases.	1
Great Phone.	1
A pretty good product.	1
Warning - Stay away.	0
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.	0
Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.	1
The phone is sturdy and waterproof.	1
Sprint - terrible customer service.	0
People couldnt hear me talk and I had to pull out the earphone and talk on the phone.	0
This is a beautiful phone.	1
I would have given no star if I was able.	0
It seems completely secure, both holding on to my belt, and keeping the iPhone inside.	1
Love this product.	1
I own 2 of these cases and would order another.	1
The charger arrived within the promised timeframe, but it did not work.	0
I had to go to a store and bought a new NOKIA phone which is working great.	1
I am sorry I made this purchase.	0
Excellent Phone.	1
You'll love how thin it is.	1
Protects the phone on all sides.	1
